company_name,stock_code,market,ticker
유니온,000910,KOSPI,000910.KS
유니켐,011330,KOSPI,011330.KS
유니퀘스트,077500,KOSPI,077500.KS
유니크,011320,KOSDAQ,011320.KQ
유니테스트,086390,KOSDAQ,086390.KQ
유니테크노,241690,KOSDAQ,241690.KQ
유니트론텍,142210,KOSDAQ,142210.KQ
유디엠텍,389680,KOSDAQ,389680.KQ
유라클,088340,KOSDAQ,088340.KQ
유라테크,048430,KOSDAQ,048430.KQ
유바이오로직스,206650,KOSDAQ,206650.KQ
유비벨록스,089850,KOSDAQ,089850.KQ
유비온,084440,KOSDAQ,084440.KQ
유비케어,032620,KOSDAQ,032620.KQ
유비쿼스,264450,KOSDAQ,264450.KQ
유비쿼스홀딩스,078070,KOSDAQ,078070.KQ
유성기업,002920,KOSPI,002920.KS
유성티엔에스,024800,KOSDAQ,024800.KQ
유수홀딩스,000700,KOSPI,000700.KS
유신,054930,KOSDAQ,054930.KQ
유아이디,069330,KOSDAQ,069330.KQ
유아이엘,049520,KOSDAQ,049520.KQ
유안타제11호스팩,444920,KOSDAQ,444920.KQ
유안타제12호스팩,446150,KOSDAQ,446150.KQ
유안타제13호스팩,449020,KOSDAQ,449020.KQ
유안타제14호스팩,450940,KOSDAQ,450940.KQ
유안타제15호스팩,473050,KOSDAQ,473050.KQ
유안타제16호스팩,474490,KOSDAQ,474490.KQ
유안타제17호스팩,493790,KOSDAQ,493790.KQ
유안타증권우,003475,KOSPI,003475.KS
유안타증권,003470,KOSPI,003470.KS
유에스티,263770,KOSDAQ,263770.KQ
유엔젤,072130,KOSPI,072130.KS
유유제약1우,000225,KOSPI,000225.KS
유유제약2우B,000227,KOSPI,000227.KS
유유제약,000220,KOSPI,000220.KS
유일로보틱스,388720,KOSDAQ,388720.KQ
유일에너테크,340930,KOSDAQ,340930.KQ
유진기업,023410,KOSDAQ,023410.KQ
유진스팩10호,468760,KOSDAQ,468760.KQ
유진스팩11호,488060,KOSDAQ,488060.KQ
유진로봇,056080,KOSDAQ,056080.KQ
유진테크,084370,KOSDAQ,084370.KQ
유진테크놀로지,240600,KOSDAQ,240600.KQ
유진투자증권,001200,KOSPI,001200.KS
유투바이오,221800,KOSDAQ,221800.KQ
유티아이,179900,KOSDAQ,179900.KQ
유틸렉스,263050,KOSDAQ,263050.KQ
유한양행우,000105,KOSPI,000105.KS
유한양행,000100,KOSPI,000100.KS
유화증권우,003465,KOSPI,003465.KS
유화증권,003460,KOSPI,003460.KS
육일씨엔에쓰,191410,KOSDAQ,191410.KQ
윤성에프앤씨,372170,KOSDAQ,372170.KQ
율촌,146060,KOSDAQ,146060.KQ
율촌화학,008730,KOSPI,008730.KS
율호,072770,KOSDAQ,072770.KQ
이건산업,008250,KOSPI,008250.KS
이건홀딩스,039020,KOSDAQ,039020.KQ
이구산업,025820,KOSPI,025820.KS
이글루,067920,KOSDAQ,067920.KQ
이글벳,044960,KOSDAQ,044960.KQ
이노뎁,303530,KOSDAQ,303530.KQ
이노룰스,296640,KOSDAQ,296640.KQ
이노메트리,302430,KOSDAQ,302430.KQ
이노션,214320,KOSPI,214320.KS
이노스페이스,462350,KOSDAQ,462350.KQ
이노시뮬레이션,274400,KOSDAQ,274400.KQ
이노와이어리스,073490,KOSDAQ,073490.KQ
이노인스트루먼트,215790,KOSDAQ,215790.KQ
이노진,344860,KOSDAQ,344860.KQ
이녹스,088390,KOSDAQ,088390.KQ
이녹스첨단소재,272290,KOSDAQ GLOBAL,272290.KQ
이니텍,053350,KOSDAQ,053350.KQ
이닉스,452400,KOSDAQ,452400.KQ
이랜시스,264850,KOSDAQ,264850.KQ
이랜텍,054210,KOSDAQ,054210.KQ
이렘,009730,KOSDAQ,009730.KQ
이루온,065440,KOSDAQ,065440.KQ
이리츠코크렙,088260,KOSPI,088260.KS
이마트,139480,KOSPI,139480.KS
이뮨온시아,424870,KOSDAQ,424870.KQ
이미지스,115610,KOSDAQ,115610.KQ
이베스트스팩6호,478110,KOSDAQ,478110.KQ
이브이첨단소재,131400,KOSDAQ,131400.KQ
이삭엔지니어링,351330,KOSDAQ,351330.KQ
이상네트웍스,080010,KOSDAQ,080010.KQ
이수스페셜티케미컬,457190,KOSPI,457190.KS
이수앱지스,086890,KOSDAQ,086890.KQ
이수페타시스,007660,KOSPI,007660.KS
이수화학,005950,KOSPI,005950.KS
이스타코,015020,KOSPI,015020.KS
이스트소프트,047560,KOSDAQ,047560.KQ
이스트아시아홀딩스,900110,KOSDAQ,900110.KQ
이스트에이드,239340,KOSDAQ,239340.KQ
이씨에스,067010,KOSDAQ,067010.KQ
이아이디,093230,KOSPI,093230.KS
E8,418620,KOSDAQ,418620.KQ
이엔셀,456070,KOSDAQ,456070.KQ
이엔에프테크놀로지,102710,KOSDAQ,102710.KQ
이엔플러스,074610,KOSPI,074610.KS
이엘씨,041520,KOSDAQ,041520.KQ
이엘피,063760,KOSDAQ,063760.KQ
이엠넷,123570,KOSDAQ,123570.KQ
이엠앤아이,083470,KOSDAQ,083470.KQ
이엠코리아,095190,KOSDAQ,095190.KQ
이엠텍,091120,KOSDAQ,091120.KQ
이연제약,102460,KOSPI,102460.KS
이오테크닉스,039030,KOSDAQ GLOBAL,039030.KQ
이오플로우,294090,KOSDAQ,294090.KQ
EDGC,245620,KOSDAQ,245620.KQ
이원컴포텍,088290,KOSDAQ,088290.KQ
이월드,084680,KOSPI,084680.KS
EG,037370,KOSDAQ,037370.KQ
이지바이오,353810,KOSDAQ,353810.KQ
이지스레지던스리츠,350520,KOSPI,350520.KS
이지스밸류플러스리츠,334890,KOSPI,334890.KS
이지케어텍,099750,KOSDAQ,099750.KQ
이지트로닉스,377330,KOSDAQ,377330.KQ
이지홀딩스,035810,KOSDAQ,035810.KQ
이크레더블,092130,KOSDAQ,092130.KQ
이트론,096040,KOSDAQ,096040.KQ
이퓨쳐,134060,KOSDAQ,134060.KQ
이화공영,001840,KOSDAQ,001840.KQ
이화산업,000760,KOSPI,000760.KS
이화전기,024810,KOSDAQ,024810.KQ
인디에프,014990,KOSPI,014990.KS
인바디,041830,KOSDAQ,041830.KQ
인바이오,352940,KOSDAQ,352940.KQ
인바이오젠,101140,KOSPI,101140.KS
인베니아,079950,KOSDAQ,079950.KQ
인벤티지랩,389470,KOSDAQ,389470.KQ
인산가,277410,KOSDAQ,277410.KQ
인선이엔티,060150,KOSDAQ,060150.KQ
인성정보,033230,KOSDAQ,033230.KQ
인스웨이브,450520,KOSDAQ,450520.KQ
인스코비,006490,KOSPI,006490.KS
인스피언,465480,KOSDAQ,465480.KQ
인지디스플레,037330,KOSDAQ,037330.KQ
인지소프트,100030,KOSDAQ,100030.KQ
인지컨트롤스,023800,KOSPI,023800.KS
인천도시가스,034590,KOSPI,034590.KS
인카금융서비스,211050,KOSDAQ,211050.KQ
인콘,083640,KOSDAQ,083640.KQ
인크레더블버즈,064090,KOSDAQ,064090.KQ
인크로스,216050,KOSDAQ,216050.KQ
인탑스,049070,KOSDAQ,049070.KQ
인터로조,119610,KOSDAQ,119610.KQ
인터엠,017250,KOSDAQ,017250.KQ
인터지스,129260,KOSPI,129260.KS
인터플렉스,051370,KOSDAQ,051370.KQ
인텍플러스,064290,KOSDAQ,064290.KQ
인텔리안테크,189300,KOSDAQ,189300.KQ
인투셀,287840,KOSDAQ,287840.KQ
인트로메딕,150840,KOSDAQ,150840.KQ
인트론바이오,048530,KOSDAQ,048530.KQ
인팩,023810,KOSPI,023810.KS
인포바인,115310,KOSDAQ,115310.KQ
인포뱅크,039290,KOSDAQ,039290.KQ
인피니트헬스케어,071200,KOSDAQ,071200.KQ
인화정공,101930,KOSDAQ,101930.KQ
일동제약,249420,KOSPI,249420.KS
일동홀딩스,000230,KOSPI,000230.KS
일성건설,013360,KOSPI,013360.KS
일성아이에스,003120,KOSPI,003120.KS
일승,333430,KOSDAQ,333430.KQ
일신바이오,068330,KOSDAQ,068330.KQ
일신방직,003200,KOSPI,003200.KS
일신석재,007110,KOSPI,007110.KS
일양약품우,007575,KOSPI,007575.KS
일양약품,007570,KOSPI,007570.KS
일월지엠엘,178780,KOSDAQ,178780.KQ
일정실업,008500,KOSPI,008500.KS
일지테크,019540,KOSDAQ,019540.KQ
일진다이아,081000,KOSPI,081000.KS
일진디스플,020760,KOSPI,020760.KS
일진전기,103590,KOSPI,103590.KS
일진파워,094820,KOSDAQ,094820.KQ
일진하이솔루스,271940,KOSPI,271940.KS
일진홀딩스,015860,KOSPI,015860.KS
잇츠한불,226320,KOSPI,226320.KS
잉글우드랩,950140,KOSDAQ,950140.KQ
잉크테크,049550,KOSDAQ,049550.KQ
자람테크놀로지,389020,KOSDAQ,389020.KQ
자비스,254120,KOSDAQ,254120.KQ
자연과환경,043910,KOSDAQ,043910.KQ
자이글,234920,KOSDAQ,234920.KQ
자이언트스텝,289220,KOSDAQ,289220.KQ
자이에스앤디,317400,KOSPI,317400.KS
자화전자,033240,KOSPI,033240.KS
장원테크,174880,KOSDAQ,174880.KQ
재영솔루텍,049630,KOSDAQ,049630.KQ
저스템,417840,KOSDAQ,417840.KQ
전방,000950,KOSPI,000950.KS
전진건설로봇,079900,KOSPI,079900.KS
전진바이오팜,110020,KOSDAQ,110020.KQ
정다운,208140,KOSDAQ,208140.KQ
정상제이엘에스,040420,KOSDAQ,040420.KQ
정원엔시스,045510,KOSDAQ,045510.KQ
제너셈,217190,KOSDAQ,217190.KQ
제넥신,095700,KOSDAQ,095700.KQ
제노레이,122310,KOSDAQ,122310.KQ
제노코,361390,KOSDAQ,361390.KQ
제놀루션,225220,KOSDAQ,225220.KQ
제닉,123330,KOSDAQ,123330.KQ
제닉스,381620,KOSDAQ,381620.KQ
제로투세븐,159580,KOSDAQ,159580.KQ
제룡산업,147830,KOSDAQ,147830.KQ
제룡전기,033100,KOSDAQ,033100.KQ
제우스,079370,KOSDAQ,079370.KQ
JW신약,067290,KOSDAQ,067290.KQ
제이브이엠,054950,KOSDAQ,054950.KQ
제이스코홀딩스,023440,KOSDAQ,023440.KQ
제이스텍,090470,KOSDAQ,090470.KQ
제이씨케미칼,137950,KOSDAQ,137950.KQ
제이씨현시스템,033320,KOSDAQ,033320.KQ
제이아이테크,417500,KOSDAQ,417500.KQ
제이알글로벌리츠,348950,KOSPI,348950.KS
제이앤티씨,204270,KOSDAQ,204270.KQ
제이에스링크,127120,KOSDAQ,127120.KQ
제이에스코퍼레이션,194370,KOSPI,194370.KS
제이에스티나,026040,KOSDAQ,026040.KQ
제이엔비,452160,KOSDAQ,452160.KQ
제이엔케이글로벌,126880,KOSDAQ,126880.KQ
제이엘케이,322510,KOSDAQ,322510.KQ
제이엠아이,033050,KOSDAQ,033050.KQ
제이엠티,094970,KOSDAQ,094970.KQ
제이오,418550,KOSDAQ,418550.KQ
JYP Ent.,035900,KOSDAQ GLOBAL,035900.KQ
제이준코스메틱,025620,KOSPI,025620.KS
제이투케이바이오,420570,KOSDAQ,420570.KQ
제이티,089790,KOSDAQ,089790.KQ
JTC,950170,KOSDAQ,950170.KQ
제일기획,030000,KOSPI,030000.KS
제일바이오,052670,KOSDAQ,052670.KQ
제일약품,271980,KOSPI,271980.KS
제일엠앤에스,412540,KOSDAQ,412540.KQ
제일연마,001560,KOSPI,001560.KS
제일일렉트릭,199820,KOSDAQ,199820.KQ
제일테크노스,038010,KOSDAQ,038010.KQ
제일파마홀딩스,002620,KOSPI,002620.KS
제주반도체,080220,KOSDAQ,080220.KQ
제주은행,006220,KOSPI,006220.KS
제주항공,089590,KOSPI,089590.KS
제테마,216080,KOSDAQ,216080.KQ
젝시믹스,337930,KOSDAQ,337930.KQ
젠큐릭스,229000,KOSDAQ,229000.KQ
젬백스,082270,KOSDAQ,082270.KQ
조광ILI,044060,KOSDAQ,044060.KQ
조광페인트,004910,KOSPI,004910.KS
조광피혁,004700,KOSPI,004700.KS
조비,001550,KOSPI,001550.KS
조선내화,462520,KOSPI,462520.KS
조선선재,120030,KOSPI,120030.KS
조아제약,034940,KOSDAQ,034940.KQ
조이시티,067000,KOSDAQ,067000.KQ
조일알미늄,018470,KOSPI,018470.KS
조흥,002600,KOSPI,002600.KS
종근당바이오,063160,KOSPI,063160.KS
종근당,185750,KOSPI,185750.KS
종근당홀딩스,001630,KOSPI,001630.KS
좋은사람들,033340,KOSDAQ,033340.KQ
주성엔지니어링,036930,KOSDAQ GLOBAL,036930.KQ
주성코퍼레이션,109070,KOSPI,109070.KS
아모센스,357580,KOSDAQ,357580.KQ
오스테오닉,226400,KOSDAQ,226400.KQ
오픈놀,440320,KOSDAQ,440320.KQ
큐라티스,348080,KOSDAQ,348080.KQ
동남합성,023450,KOSPI,023450.KS
KCC,002380,KOSPI,002380.KS
주연테크,044380,KOSPI,044380.KS
기업은행,024110,KOSPI,024110.KS
중앙백신,072020,KOSDAQ,072020.KQ
중앙에너비스,000440,KOSDAQ,000440.KQ
중앙첨단소재,051980,KOSDAQ,051980.KQ
지노믹트리,228760,KOSDAQ,228760.KQ
지놈앤컴퍼니,314130,KOSDAQ,314130.KQ
지누스,013890,KOSPI,013890.KS
지니너스,389030,KOSDAQ,389030.KQ
지니언스,263860,KOSDAQ,263860.KQ
지니틱스,303030,KOSDAQ,303030.KQ
지더블유바이텍,036180,KOSDAQ,036180.KQ
지란지교시큐리티,208350,KOSDAQ,208350.KQ
지씨셀,144510,KOSDAQ,144510.KQ
지씨지놈,340450,KOSDAQ,340450.KQ
지아이이노베이션,358570,KOSDAQ,358570.KQ
지아이텍,382480,KOSDAQ,382480.KQ
지앤비에스 에코,382800,KOSDAQ,382800.KQ
지어소프트,051160,KOSDAQ,051160.KQ
GS글로벌,001250,KOSPI,001250.KS
GS리테일,007070,KOSPI,007070.KS
지에스이,053050,KOSDAQ,053050.KQ
GS피앤엘,499790,KOSPI,499790.KS
GH신소재,130500,KOSDAQ,130500.KQ
지에프씨생명과학,388610,KOSDAQ,388610.KQ
지엔씨에너지,119850,KOSDAQ,119850.KQ
지엔코,065060,KOSDAQ,065060.KQ
지엘팜텍,204840,KOSDAQ,204840.KQ
지엠비코리아,013870,KOSPI,013870.KS
지역난방공사,071320,KOSPI,071320.KS
지오엘리먼트,311320,KOSDAQ,311320.KQ
지투파워,388050,KOSDAQ,388050.KQ
진도,088790,KOSPI,088790.KS
진로발효,018120,KOSDAQ,018120.KQ
진매트릭스,109820,KOSDAQ,109820.KQ
진바이오텍,086060,KOSDAQ,086060.KQ
진성티이씨,036890,KOSDAQ,036890.KQ
진시스템,363250,KOSDAQ,363250.KQ
진양산업,003780,KOSPI,003780.KS
진양제약,007370,KOSDAQ,007370.KQ
진양폴리,010640,KOSPI,010640.KS
진양홀딩스,100250,KOSPI,100250.KS
진양화학,051630,KOSPI,051630.KS
진에어,272450,KOSPI,272450.KS
진영,285800,KOSDAQ,285800.KQ
진원생명과학,011000,KOSPI,011000.KS
진흥기업우B,002785,KOSPI,002785.KS
진흥기업2우B,002787,KOSPI,002787.KS
진흥기업,002780,KOSPI,002780.KS
차바이오텍,085660,KOSDAQ,085660.KQ
차백신연구소,261780,KOSDAQ,261780.KQ
크리스탈신소재,900250,KOSDAQ,900250.KQ
차이커뮤니케이션,351870,KOSDAQ,351870.KQ
참엔지니어링,009310,KOSPI,009310.KS
참좋은여행,094850,KOSDAQ,094850.KQ
창해에탄올,004650,KOSDAQ,004650.KQ
천보,278280,KOSDAQ,278280.KQ
천일고속,000650,KOSPI,000650.KS
청담글로벌,362320,KOSDAQ,362320.KQ
체리부로,066360,KOSDAQ,066360.KQ
체시스,033250,KOSPI,033250.KS
초록뱀미디어,047820,KOSDAQ,047820.KQ
칩스앤미디어,094360,KOSDAQ,094360.KQ
카스,016920,KOSDAQ,016920.KQ
카이노스메드,284620,KOSDAQ,284620.KQ
카카오게임즈,293490,KOSDAQ GLOBAL,293490.KQ
카카오뱅크,323410,KOSPI,323410.KS
카카오,035720,KOSPI,035720.KS
카카오페이,377300,KOSPI,377300.KS
카티스,140430,KOSDAQ,140430.KQ
카페24,042000,KOSDAQ,042000.KQ
카프로,006380,KOSPI,006380.KS
캐리,313760,KOSDAQ,313760.KQ
캐리소프트,317530,KOSDAQ,317530.KQ
캐스텍코리아,071850,KOSDAQ,071850.KQ
캐프,198080,KOSDAQ,198080.KQ
캔버스엔,210120,KOSDAQ,210120.KQ
캠시스,050110,KOSDAQ,050110.KQ
캡스톤파트너스,452300,KOSDAQ,452300.KQ
컨텍,451760,KOSDAQ,451760.KQ
컬러레이,900310,KOSDAQ,900310.KQ
컴투스,078340,KOSDAQ GLOBAL,078340.KQ
컴투스홀딩스,063080,KOSDAQ,063080.KQ
컴퍼니케이,307930,KOSDAQ,307930.KQ
케스피온,079190,KOSDAQ,079190.KQ
케어랩스,263700,KOSDAQ,263700.KQ
케어젠,214370,KOSDAQ,214370.KQ
케이디켐,221980,KOSDAQ,221980.KQ
케이바이오,038530,KOSDAQ,038530.KQ
KB발해인프라,415640,KOSPI,415640.KS
케이비아이동국실업,001620,KOSPI,001620.KS
KBI메탈,024840,KOSDAQ,024840.KQ
KB제25호스팩,455250,KOSDAQ,455250.KQ
KB제27호스팩,464680,KOSDAQ,464680.KQ
KB제29호스팩,478390,KOSDAQ,478390.KQ
KB제30호스팩,486630,KOSDAQ,486630.KQ
KB제31호스팩,492220,KOSDAQ,492220.KQ
KB제32호스팩,0037T0,KOSDAQ,0037T0.KQ
KBG,318000,KOSDAQ,318000.KQ
케이사인,192250,KOSDAQ,192250.KQ
케이쓰리아이,431190,KOSDAQ,431190.KQ
KC그린홀딩스,009440,KOSPI,009440.KS
케이씨,029460,KOSPI,029460.KS
KCC건설,021320,KOSDAQ,021320.KQ
KCC글라스,344820,KOSPI,344820.KS
케이씨에스,115500,KOSDAQ,115500.KQ
KC코트렐,119650,KOSPI,119650.KS
케이씨텍,281820,KOSPI,281820.KS
케이씨티,089150,KOSDAQ,089150.KQ
케이씨피드,025880,KOSDAQ,025880.KQ
케이아이엔엑스,093320,KOSDAQ,093320.KQ
케이알엠,093640,KOSDAQ,093640.KQ
KSS해운,044450,KOSPI,044450.KS
KS인더스트리,101000,KOSDAQ,101000.KQ
케이에스피,073010,KOSDAQ,073010.KQ
KH 건설,226360,KOSDAQ,226360.KQ
KH 미래물산,111870,KOSDAQ,111870.KQ
KH바텍,060720,KOSDAQ,060720.KQ
KX,122450,KOSDAQ,122450.KQ
KX하이텍,052900,KOSDAQ,052900.KQ
케이엔더블유,105330,KOSDAQ,105330.KQ
케이엔솔,053080,KOSDAQ,053080.KQ
케이엔알시스템,199430,KOSDAQ,199430.KQ
케이엔에스,432470,KOSDAQ,432470.KQ
KNN,058400,KOSDAQ,058400.KQ
케이엔제이,272110,KOSDAQ,272110.KQ
케이엘넷,039420,KOSDAQ,039420.KQ
케이엠,083550,KOSDAQ,083550.KQ
케이엠더블유,032500,KOSDAQ,032500.KQ
케이엠제약,225430,KOSDAQ,225430.KQ
케이옥션,102370,KOSDAQ,102370.KQ
케이웨더,068100,KOSDAQ,068100.KQ
KEC,092220,KOSPI,092220.KS
케이이엠텍,106080,KOSDAQ,106080.KQ
KZ정밀,036560,KOSDAQ,036560.KQ
KG모빌리언스,046440,KOSDAQ,046440.KQ
케이지에이,455180,KOSDAQ,455180.KQ
KG에코솔루션,151860,KOSDAQ,151860.KQ
KG이니시스,035600,KOSDAQ,035600.KQ
케이카,381970,KOSPI,381970.KS
케이탑리츠,145270,KOSPI,145270.KS
KT나스미디어,089600,KOSDAQ,089600.KQ
KT밀리의서재,418470,KOSDAQ,418470.KQ
KT,030200,KOSPI,030200.KS
스카이라이프,053210,KOSPI,053210.KS
KTcs,058850,KOSPI,058850.KS
KTis,058860,KOSPI,058860.KS
케이티알파,036030,KOSDAQ,036030.KQ
KT&G,033780,KOSPI,033780.KS
KT지니뮤직,043610,KOSDAQ,043610.KQ
케이프,064820,KOSDAQ,064820.KQ
케이피에프,024880,KOSDAQ,024880.KQ
케이피엠테크,042040,KOSDAQ,042040.KQ
케이피티유,054410,KOSDAQ,054410.KQ
케일럼,258610,KOSDAQ,258610.KQ
켄코아에어로스페이스,274090,KOSDAQ,274090.KQ
켐트로닉스,089010,KOSDAQ,089010.KQ
켐트로스,220260,KOSDAQ,220260.KQ
코나아이,052400,KOSDAQ,052400.KQ
코난테크놀로지,402030,KOSDAQ,402030.KQ
코닉오토메이션,391710,KOSDAQ,391710.KQ
코다코,046070,KOSDAQ,046070.KQ
코데즈컴바인,047770,KOSDAQ,047770.KQ
코디,080530,KOSDAQ,080530.KQ
코람코더원리츠,417310,KOSPI,417310.KS
코람코라이프인프라리츠,357120,KOSPI,357120.KS
코렌텍,104540,KOSDAQ,104540.KQ
코리아나,027050,KOSDAQ,027050.KQ
코리아써우,007815,KOSPI,007815.KS
코리아써키트2우B,00781K,KOSPI,00781K.KS
코리아써키트,007810,KOSPI,007810.KS
코리아에셋투자증권,190650,KOSDAQ,190650.KQ
코리아에프티,123410,KOSDAQ,123410.KQ
코리안리,003690,KOSPI,003690.KS
코맥스,036690,KOSDAQ,036690.KQ
코메론,049430,KOSDAQ,049430.KQ
코미코,183300,KOSDAQ GLOBAL,183300.KQ
코미팜,041960,KOSDAQ,041960.KQ
코세스,089890,KOSDAQ,089890.KQ
코셈,360350,KOSDAQ,360350.KQ
코스나인,082660,KOSDAQ,082660.KQ
코스맥스,192820,KOSPI,192820.KS
코스맥스비티아이,044820,KOSPI,044820.KS
코스맥스엔비티,222040,KOSDAQ,222040.KQ
코스메카코리아,241710,KOSDAQ,241710.KQ
코스모신소재,005070,KOSPI,005070.KS
코스모화학,005420,KOSPI,005420.KS
코스텍시스,355150,KOSDAQ,355150.KQ
코아스,071950,KOSPI,071950.KS
코아스템켐온,166480,KOSDAQ,166480.KQ
코아시아,045970,KOSDAQ,045970.KQ
코아시아씨엠,196450,KOSDAQ,196450.KQ
코어라인소프트,384470,KOSDAQ,384470.KQ
코오롱우,002025,KOSPI,002025.KS
코오롱글로벌우,003075,KOSPI,003075.KS
코오롱글로벌,003070,KOSPI,003070.KS
코오롱모빌리티그룹우,45014K,KOSPI,45014K.KS
코오롱모빌리티그룹,450140,KOSPI,450140.KS
코오롱,002020,KOSPI,002020.KS
코오롱생명과학,102940,KOSDAQ,102940.KQ
코오롱ENP,138490,KOSPI,138490.KS
코오롱인더우,120115,KOSPI,120115.KS
코오롱인더,120110,KOSPI,120110.KS
코오롱티슈진,950160,KOSDAQ,950160.KQ
코웨이,021240,KOSPI,021240.KS
코웰패션,033290,KOSDAQ,033290.KQ
코위버,056360,KOSDAQ,056360.KQ
코윈테크,282880,KOSDAQ,282880.KQ
코이즈,121850,KOSDAQ,121850.KQ
코츠테크놀로지,448710,KOSDAQ,448710.KQ
코칩,126730,KOSDAQ,126730.KQ
코콤,015710,KOSDAQ,015710.KQ
코텍,052330,KOSDAQ,052330.KQ
코퍼스코리아,322780,KOSDAQ,322780.KQ
콘텐트리중앙,036420,KOSPI,036420.KS
콜마비앤에이치,200130,KOSDAQ GLOBAL,200130.KQ
콜마홀딩스,024720,KOSPI,024720.KS
쿠콘,294570,KOSDAQ,294570.KQ
쿠쿠홀딩스,192400,KOSPI,192400.KS
쿠쿠홈시스,284740,KOSPI,284740.KS
퀀타매트릭스,317690,KOSDAQ,317690.KQ
퀀텀온,227100,KOSDAQ,227100.KQ
퀄리타스반도체,432720,KOSDAQ,432720.KQ
큐라클,365270,KOSDAQ,365270.KQ
큐렉소,060280,KOSDAQ,060280.KQ
큐로셀,372320,KOSDAQ,372320.KQ
큐로홀딩스,051780,KOSDAQ,051780.KQ
큐리언트,115180,KOSDAQ,115180.KQ
큐리옥스바이오시스템즈,445680,KOSDAQ,445680.KQ
큐브엔터,182360,KOSDAQ,182360.KQ
큐알티,405100,KOSDAQ,405100.KQ
큐에스아이,066310,KOSDAQ,066310.KQ
큐캐피탈,016600,KOSDAQ,016600.KQ
크라우드웍스,355390,KOSDAQ,355390.KQ
크라운제과우,26490K,KOSPI,26490K.KS
크라운제과,264900,KOSPI,264900.KS
크라운해태홀딩스우,005745,KOSPI,005745.KS
크라운해태홀딩스,005740,KOSPI,005740.KS
크래프톤,259960,KOSPI,259960.KS
크레버스,096240,KOSDAQ,096240.KQ
크레오에스지,040350,KOSDAQ,040350.KQ
크리스에프앤씨,110790,KOSDAQ,110790.KQ
크린앤사이언스,045520,KOSDAQ,045520.KQ
클래시스,214150,KOSDAQ GLOBAL,214150.KQ
클로봇,466100,KOSDAQ,466100.KQ
클리오,237880,KOSDAQ,237880.KQ
키네마스터,139670,KOSDAQ,139670.KQ
키다리스튜디오,020120,KOSPI,020120.KS
키스트론,475430,KOSDAQ,475430.KQ
키움제10호스팩,487720,KOSDAQ,487720.KQ
키움제11호스팩,489480,KOSDAQ,489480.KQ
키움제8호스팩,446840,KOSDAQ,446840.KQ
키움증권,039490,KOSPI,039490.KS
키이스트,054780,KOSDAQ,054780.KQ
킵스파마,256940,KOSDAQ,256940.KQ
타이거일렉,219130,KOSDAQ,219130.KQ
탑런토탈솔루션,336680,KOSDAQ,336680.KQ
탑머티리얼,360070,KOSDAQ,360070.KQ
탑엔지니어링,065130,KOSDAQ,065130.KQ
탑코미디어,134580,KOSDAQ,134580.KQ
태경비케이,014580,KOSPI,014580.KS
태경산업,015890,KOSPI,015890.KS
태경케미컬,006890,KOSPI,006890.KS
태광,023160,KOSDAQ,023160.KQ
태광산업,003240,KOSPI,003240.KS
태림포장,011280,KOSPI,011280.KS
태성,323280,KOSDAQ,323280.KQ
태양,053620,KOSDAQ,053620.KQ
태양금속우,004105,KOSPI,004105.KS
태양금속,004100,KOSPI,004100.KS
태영건설,009410,KOSPI,009410.KS
태영건설우,009415,KOSPI,009415.KS
태웅,044490,KOSDAQ,044490.KQ
태웅로직스,124560,KOSDAQ,124560.KQ
태원물산,001420,KOSPI,001420.KS
테고사이언스,191420,KOSDAQ,191420.KQ
테라사이언스,073640,KOSDAQ,073640.KQ
테라젠이텍스,066700,KOSDAQ,066700.KQ
테스,095610,KOSDAQ,095610.KQ
테이팩스,055490,KOSPI,055490.KS
테크엘,064520,KOSDAQ,064520.KQ
테크윙,089030,KOSDAQ,089030.KQ
텔레칩스,054450,KOSDAQ,054450.KQ
텔코웨어,078000,KOSPI,078000.KS
텔콘RF제약,200230,KOSDAQ,200230.KQ
토니모리,214420,KOSPI,214420.KS
토마토시스템,393210,KOSDAQ,393210.KQ
토모큐브,475960,KOSDAQ,475960.KQ
토박스코리아,215480,KOSDAQ,215480.KQ
토비스,051360,KOSDAQ,051360.KQ
토탈소프트,045340,KOSDAQ,045340.KQ
톱텍,108230,KOSDAQ,108230.KQ
투비소프트,079970,KOSDAQ,079970.KQ
툴젠,199800,KOSDAQ,199800.KQ
트루엔,417790,KOSDAQ,417790.KQ
트윔,290090,KOSDAQ,290090.KQ
특수건설,026150,KOSDAQ,026150.KQ
티디에스팜,464280,KOSDAQ,464280.KQ
티로보틱스,117730,KOSDAQ,117730.KQ
티비씨,033830,KOSDAQ,033830.KQ
티사이언티픽,057680,KOSDAQ,057680.KQ
티쓰리,204610,KOSDAQ,204610.KQ
티씨머티리얼즈,125020,KOSDAQ,125020.KQ
티씨케이,064760,KOSDAQ GLOBAL,064760.KQ
티앤알바이오팹,246710,KOSDAQ,246710.KQ
티앤엘,340570,KOSDAQ,340570.KQ
티에스넥스젠,043220,KOSDAQ,043220.KQ
티에스아이,277880,KOSDAQ,277880.KQ
티에스이,131290,KOSDAQ,131290.KQ
TS인베스트먼트,246690,KOSDAQ,246690.KQ
TS트릴리온,317240,KOSDAQ,317240.KQ
티에이치엔,019180,KOSPI,019180.KS
티에프이,425420,KOSDAQ,425420.KQ
티엑스알로보틱스,484810,KOSDAQ,484810.KQ
